# MiniMax H3 — character usability index
#
# Which named characters H3 actually reproduces when you write the name and
# nothing else. Compiled by malcolmrey by generating test clips per character
# and judging each one by eye:
#   https://huggingface.co/datasets/malcolmrey/various  (h3-center/known-characters)
# Snapshot of the INDEX.md generated 2026-08-21. Community testing, not an
# official MiniMax list, and one person's judgement of a handful of clips —
# treat it as a strong hint, never as a guarantee.
#
# status	name	actor	franchise	clips
#   g  reproduced recognisably       f  mixed        b  did not reproduce
# actor is blank when it is the same as the name (the real-person rows).
b	Mia Wallace	Uma Thurman	Pulp Fiction	1
b	Michael Bay		Real Person / Celebrity	1
b	Michael Gambon		Real Person / Celebrity	1
b	Michael Gough		Real Person / Celebrity	1
b	Michael Hogan		Real Person / Celebrity	1
b	Michael Imperioli		Real Person / Celebrity	1
b	Michael Knight	David Hasselhoff	Knight Rider	1
b	Michael Madsen		Real Person / Celebrity	1
b	Michael Mando		Real Person / Celebrity	1
b	Michael McKean		Real Person / Celebrity	1
b	Mike Ehrmantraut	Jonathan Banks	Breaking Bad	1
b	Mike Ross	Patrick J. Adams	Suits	1
b	Mike Wheeler	Finn Wolfhard	Stranger Things	1
b	Miles O'Brien	Colm Meaney	Star Trek: Deep Space Nine	1
b	Miley Cyrus		Real Person / Celebrity	1
b	Miranda Hobbes	Cynthia Nixon	Sex and the City	1
b	Miranda Otto		Real Person / Celebrity	1
b	Missy Pantone	Eliza Dushku	Bring It On	1
b	Misty Quigley	Christina Ricci	Yellowjackets	1
b	Mitch Buchannon	David Hasselhoff	Baywatch	1
b	Moira Rose	Catherine O'Hara	Schitt's Creek	1
b	Monica Geller	Courteney Cox	Friends	1
b	Montgomery Scott	James Doohan	Star Trek	1
b	Mother's Milk / MM	Laz Alonso	The Boys	1
b	Mr. Blonde	Michael Madsen	Reservoir Dogs	1
b	Mr. Miyagi	Pat Morita	The Karate Kid	1
b	Mr. Orange	Tim Roth	Reservoir Dogs	1
b	Mr. Pink	Steve Buscemi	Reservoir Dogs	1
b	Mr. White	Harvey Keitel	Reservoir Dogs	1
b	N. T. Rama Rao Jr. (NTR Jr.)		Real Person / Celebrity	1
b	Nacho Varga	Michael Mando	Better Call Saul	1
b	Nana Visitor		Real Person / Celebrity	1
b	Nancy Botwin	Mary-Louise Parker	Weeds	1
b	Nanny McPhee	Emma Thompson	Nanny McPhee	1
b	Natalie Scatorccio	Juliette Lewis	Yellowjackets	1
b	Natalie Teeger	Traylor Howard	Monk	1
b	Ned Stark	Sean Bean	Game of Thrones	1
b	Needy Lesnicki	Amanda Seyfried	Jennifer's Body	1
b	Neville Longbottom	Matthew Lewis	Harry Potter	1
b	Newt Scamander	Eddie Redmayne	Fantastic Beasts	1
b	Nichelle Nichols		Real Person / Celebrity	1
b	Nicholas Braun		Real Person / Celebrity	1
b	Nicolette Grant	Chloë Sevigny	Big Love	1
b	Noah Schnapp		Real Person / Celebrity	1
b	Nomi Malone	Elizabeth Berkley	Showgirls	1
b	Nomi Marks	Jamie Clayton	Sense8	1
b	Norm Macdonald		Saturday Night Live	2
b	Norman Bates	Anthony Perkins	Psycho	1
b	Nucky Thompson	Steve Buscemi	Boardwalk Empire	1
b	Number Six	Tricia Helfer	Battlestar Galactica	1
b	Nurse Ratched	Louise Fletcher	One Flew Over the Cuckoo's Nest	1
b	Nyota Uhura	Nichelle Nichols	Star Trek	1
b	O-Ren Ishii	Lucy Liu	Kill Bill	1
b	Obi-Wan Kenobi	Alec Guinness	Star Wars	1
b	Odo	René Auberjonois	Star Trek: Deep Space Nine	1
b	Oliver Queen	Stephen Amell	Arrow	1
b	Omar Little	Michael K. Williams	The Wire	1
b	Orlando Bloom		Real Person / Celebrity	1
b	Ororo Munroe / Storm	Halle Berry	X-Men	1
b	Oswald Cobblepot / The Penguin	Burgess Meredith	Batman	1
b	Oswald Cobblepot / The Penguin	Colin Farrell	The Batman	1
b	Pablo Escobar	Wagner Moura	Narcos	1
b	Paddy Considine		Real Person / Celebrity	1
b	Padmé Amidala	Natalie Portman	Star Wars	1
b	Paige Matthews	Rose McGowan	Charmed	1
b	Pat Morita		Real Person / Celebrity	1
b	Patrick Fabian		Real Person / Celebrity	1
b	Patrick J. Adams		Real Person / Celebrity	1
b	Paul Bettany		Real Person / Celebrity	1
b	Paul Dano		Real Person / Celebrity	1
b	Paul Kersey	Charles Bronson	Death Wish	1
b	Paulie Gualtieri	Tony Sirico	The Sopranos	1
b	Pavel Chekov	Walter Koenig	Star Trek	1
b	Peggy Bundy	Katey Sagal	Married... with Children	1
b	Peggy Olson	Elisabeth Moss	Mad Men	1
b	Penelope Featherington	Nicola Coughlan	Bridgerton	1
b	Peter Cushing		Real Person / Celebrity	1
b	Peter Parker / Spider-Man	Tom Holland	Marvel's Spider-Man	1
b	Petyr Baelish	Aidan Gillen	Game of Thrones	1
b	Phil Dunster		Real Person / Celebrity	1
b	Phoebe Halliwell	Alyssa Milano	Charmed	1
b	Piper Chapman	Taylor Schilling	Orange Is the New Black	1
b	Piper Halliwell	Holly Marie Combs	Charmed	1
b	Poe Dameron	Oscar Isaac	Star Wars	1
b	Polka-Dot Man	David Dastmalchian	The Suicide Squad	1
b	Princess Leia Organa	Carrie Fisher	Star Wars	1
b	Princess Margaret	Vanessa Kirby	The Crown	1
b	Private Judy Benjamin	Goldie Hawn	Private Benjamin	1
b	Prue Halliwell	Shannen Doherty	Charmed	1
b	Q	John de Lancie	Star Trek: The Next Generation	1
b	Quark	Armin Shimerman	Star Trek: Deep Space Nine	1
b	Queen Elizabeth II	Claire Foy	The Crown	1
b	Queen Elizabeth II	Helen Mirren	The Queen	1
b	R.J. MacReady	Kurt Russell	The Thing	1
b	Ralph Cifaretto	Joe Pantoliano	The Sopranos	1
b	Ralph Macchio		Real Person / Celebrity	1
b	Ram Charan		Real Person / Celebrity	1
b	Ramsay Bolton	Iwan Rheon	Game of Thrones	1
b	Ray Liotta		Real Person / Celebrity	1
b	Raylan Givens	Timothy Olyphant	Justified	1
b	Raymond Babbitt	Dustin Hoffman	Rain Man	1
b	Rebecca Welton	Hannah Waddingham	Ted Lasso	1
b	Regina George	Rachel McAdams	Mean Girls	1
b	Reginald Jeeves	Stephen Fry	Jeeves and Wooster	1
b	Remus Lupin	David Thewlis	Harry Potter	1
b	Renata Klein	Laura Dern	Big Little Lies	1
b	René Auberjonois		Real Person / Celebrity	1
b	Renée Zellweger		Real Person / Celebrity	1
b	Rhaenyra Targaryen	Emma D'Arcy	House of the Dragon	1
b	Rhett Butler	Clark Gable	Gone with the Wind	1
b	Ricardo Montalbán		Real Person / Celebrity	1
b	Richard Armitage		Real Person / Celebrity	1
b	Richard Attenborough		Real Person / Celebrity	1
b	Richard Fish	Greg Germann	Ally McBeal	1
b	Richard Harris		Real Person / Celebrity	1
b	Richard Hendricks	Thomas Middleditch	Silicon Valley	1
b	Richard Madden		Real Person / Celebrity	1
b	Richard Pryor		Real Person / Celebrity	1
b	Rick Blaine	Humphrey Bogart	Casablanca	1
b	Rick Flag	Joel Kinnaman	Suicide Squad	1
b	Rick Hoffman		Real Person / Celebrity	1
b	Rick Moranis		Real Person / Celebrity	1
b	Ridley Scott		Real Person / Celebrity	1
b	Riley Blue	Tuppence Middleton	Sense8	1
b	Rita Hanson	Andie MacDowell	Groundhog Day	1
b	Rita Vrataski	Emily Blunt	Edge of Tomorrow	1
b	Robb Stark	Richard Madden	Game of Thrones	1
b	Robert Beltran		Real Person / Celebrity	1
b	Robert Duvall		Real Person / Celebrity	1
b	Robert Picardo		Real Person / Celebrity	1
b	Robert Redford		Real Person / Celebrity	1
b	Robin Buckley	Maya Hawke	Stranger Things	1
b	Roger Thornhill	Cary Grant	North by Northwest	1
b	Roman Roy	Kieran Culkin	Succession	1
b	Ron Swanson	Nick Offerman	Parks and Recreation	1
b	Ronon Dex	Jason Momoa	Stargate Atlantis	1
b	Rooster Cogburn	John Wayne	True Grit	1
b	Rory Gilmore	Alexis Bledel	Gilmore Girls	1
b	Rory McCann		Real Person / Celebrity	1
b	Rosario Dawson		Real Person / Celebrity	1
b	Rose Nylund	Betty White	The Golden Girls	1
b	Roxann Dawson		Real Person / Celebrity	1
b	Roy Kent	Brett Goldstein	Ted Lasso	1
b	Rue Bennett	Zendaya	Euphoria	1
b	Rufus	George Carlin	Bill & Ted's Excellent Adventure	1
b	Ruth Wilder	Alison Brie	GLOW	1
b	Ryan Howard	B.J. Novak	The Office	1
b	Sabrina Spellman	Melissa Joan Hart	Sabrina the Teenage Witch	1
b	Sacha Baron Cohen		Real Person / Celebrity	1
b	Sadie Sink		Real Person / Celebrity	1
b	Sally Albright	Meg Ryan	When Harry Met Sally...	1
b	Sam \"Mayday\" Malone	Ted Danson	Cheers	1
b	Sam Neill		Real Person / Celebrity	1
b	Sam Raimi		Real Person / Celebrity	1
b	Sam Rockwell		Real Person / Celebrity	1
b	Sam Witwicky	Shia LaBeouf	Transformers	1
b	Samantha Jones	Kim Cattrall	Sex and the City	1
b	Samwise Gamgee	Sean Astin	The Lord of the Rings	1
b	Sandor Clegane	Rory McCann	Game of Thrones	1
b	Sansa Stark	Sophie Turner	Game of Thrones	1
b	Santanico Pandemonium	Salma Hayek	From Dusk Till Dawn	1
b	Sarah Connor	Linda Hamilton	Terminator 2: Judgment Day	1
b	Sarah Manning	Tatiana Maslany	Orphan Black	1
b	Sarah Rafferty		Real Person / Celebrity	1
b	Sarah Silverman		The Sarah Silverman Program	2
b	Sarah Snook		Real Person / Celebrity	1
b	Saruman	Christopher Lee	The Lord of the Rings	1
b	Saul Tigh	Michael Hogan	Battlestar Galactica	1
b	Scott Bakula		Real Person / Celebrity	1
b	Sean Astin		Real Person / Celebrity	1
b	Sebastian Stan		Real Person / Celebrity	1
b	Selene	Kate Beckinsale	Underworld	1
b	Seth Gecko	George Clooney	From Dusk Till Dawn	1
b	Seth Rogen		Real Person / Celebrity	1
b	Seven of Nine	Jeri Ryan	Star Trek: Voyager	1
b	Severus Snape	Alan Rickman	Harry Potter	1
b	Shaquille O'Neal		Lakers court	2
b	Sharona Fleming	Bitty Schram	Monk	1
b	Shauna Shipman	Melanie Lynskey	Yellowjackets	1
b	Shawn Spencer	James Roday Rodriguez	Psych	1
b	Sigourney Weaver		Real Person / Celebrity	1
b	Silent Bob	Kevin Smith	Jay and Silent Bob	1
b	Silvio Dante	Steven Van Zandt	The Sopranos	1
b	Siobhan Roy	Sarah Snook	Succession	1
b	Sir Lancelot	John Cleese	Monty Python	1
b	Sirius Black	Gary Oldman	Harry Potter	1
b	Skyler White	Anna Gunn	Breaking Bad	1
b	Snake Plissken	Kurt Russell	Escape from New York	1
b	Sonny Corleone	James Caan	The Godfather	1
b	Sookie Stackhouse	Anna Paquin	True Blood	1
b	Sophia Petrillo	Estelle Getty	The Golden Girls	1
b	Spartacus	Kirk Douglas	Spartacus	1
b	Spencer Hastings	Troian Bellisario	Pretty Little Liars	1
b	Spike Lee		Real Person / Celebrity	1
b	Standartenführer Hans Landa	Christoph Waltz	Inglourious Basterds	1
b	Stanley Hudson	Leslie David Baker	The Office	1
b	Stanley Kubrick		Real Person / Celebrity	1
b	Stannis Baratheon	Stephen Dillane	Game of Thrones	1
b	Starlight / Annie January	Erin Moriarty	The Boys	1
b	Stellan Skarsgård		Real Person / Celebrity	1
b	Stephen Dillane		Real Person / Celebrity	1
b	Stephen Fry		Real Person / Celebrity	1
b	Steve Harrington	Joe Keery	Stranger Things	1
b	Steve McQueen		Real Person / Celebrity	1
b	Steve Schirripa		Real Person / Celebrity	1
b	Sugar \"Kane\" Kowalczyk	Marilyn Monroe	Some Like It Hot	1
b	Sun Bak	Doona Bae	Sense8	1
b	Superman	Christopher Reeve	Superman	1
b	Susan Mayer	Teri Hatcher	Desperate Housewives	1
b	Suzie Toller	Neve Campbell	Wild Things	1
b	Sydney Bristow	Jennifer Garner	Alias	1
b	Sydney Sweeney		Real Person / Celebrity	1
b	Sylar	Zachary Quinto	Heroes	1
b	T'Pol	Jolene Blalock	Star Trek: Enterprise	1
b	Taissa Turner	Tawny Cypress	Yellowjackets	1
b	Taystee Jefferson	Danielle Brooks	Orange Is the New Black	1
b	Ted Lasso	Jason Sudeikis	Ted Lasso	1
b	Temuera Morrison		Real Person / Celebrity	1
b	Terri Flores	Jennifer Lopez	Anaconda	2
b	Terry Farrell		Real Person / Celebrity	1
b	Teyla Emmagan	Rachel Luttrell	Stargate Atlantis	1
b	The Ancient One	Tilda Swinton	Doctor Strange	1
b	The Bride / Beatrix Kiddo	Uma Thurman	Kill Bill	1
b	The Doctor	Robert Picardo	Star Trek: Voyager	1
b	The Joker	Heath Ledger	The Dark Knight	2
b	The Joker	Jack Nicholson	Batman	1
b	The Joker	Jared Leto	Suicide Squad	1
b	The Joker	Mark Hamill	Batman: The Animated Series	1
b	The Man in Black	Ed Harris	Westworld	1
b	The Riddler	Paul Dano	The Batman	1
b	The Sundance Kid	Robert Redford	Butch Cassidy and the Sundance Kid	1
b	Theo Kojak	Telly Savalas	Kojak	1
b	Theodore \"T-Bag\" Bagwell	Robert Knepper	Prison Break	1
b	Thomas F. Wilson		Real Person / Celebrity	1
b	Thomas Jane		Real Person / Celebrity	1
b	Thomas Magnum	Tom Selleck	Magnum	2
b	Thorin Oakenshield	Richard Armitage	The Hobbit	1
b	Tim Burton		Real Person / Celebrity	1
b	Tim Roth		Real Person / Celebrity	1
b	Tim Russ		Real Person / Celebrity	1
b	Todd Alquist	Jesse Plemons	Breaking Bad	1
b	Tom Felton		Real Person / Celebrity	1
b	Tom Hagen	Robert Duvall	The Godfather	1
b	Tom Jordache	Nick Nolte	Rich Man	1
b	Tom Wambsgans	Matthew Macfadyen	Succession	1
b	Tommy Callahan	Chris Farley	Tommy Boy	1
b	Tommy DeVito	Joe Pesci	Goodfellas	1
b	Tommy Gavin	Denis Leary	Rescue Me	2
b	Tony Dalton		Real Person / Celebrity	1
b	Tony Manero	John Travolta	Saturday Night Fever	1
b	Torrance Shipman	Kirsten Dunst	Bring It On	1
b	Tracy Lord	Katharine Hepburn	The Philadelphia Story	1
b	Tricia Helfer		Real Person / Celebrity	1
b	Trinity	Carrie-Anne Moss	The Matrix	1
b	Troy Barnes	Donald Glover	Community	1
b	Tuvok	Tim Russ	Star Trek: Voyager	1
b	Tywin Lannister	Charles Dance	Game of Thrones	1
b	Uncle Junior	Dominic Chianese	The Sopranos	1
b	Val Kilmer		Real Person / Celebrity	1
b	Valentine McKee	Kevin Bacon	Tremors	1
b	Vanessa Ives	Eva Green	Penny Dreadful	1
b	Varys	Conleth Hill	Game of Thrones	1
b	Vecna	Jamie Campbell Bower	Stranger Things	1
b	Veronica Mars	Kristen Bell	Veronica Mars	2
b	Vic Mackey	Michael Chiklis	The Shield	1
b	Villanelle	Jodie Comer	Killing Eve	1
b	Vince Masuka	C.S. Lee	Dexter	1
b	Vincent Curatola		Real Person / Celebrity	1
b	Violet Crawley, Dowager Countess	Maggie Smith	Downton Abbey	1
b	Viserys I Targaryen	Paddy Considine	House of the Dragon	1
b	Vision	Paul Bettany	WandaVision	1
b	Walter Koenig		Real Person / Celebrity	1
b	Walton Goggins		Real Person / Celebrity	1
b	Wash	Alan Tudyk	Firefly	1
b	Wendell Pierce		Real Person / Celebrity	1
b	Wes Anderson		Real Person / Celebrity	1
b	Wesley Crusher	Wil Wheaton	Star Trek: The Next Generation	1
b	Westley	Cary Elwes	The Princess Bride	1
b	Will Byers	Noah Schnapp	Stranger Things	1
b	William Adama	Edward James Olmos	Battlestar Galactica	1
b	William Zabka		Real Person / Celebrity	1
b	Winona Ryder		Real Person / Celebrity	1
b	Winston Wolf	Harvey Keitel	Pulp Fiction	1
b	Wood Harris		Real Person / Celebrity	1
b	Woody Allen		Real Person / Celebrity	1
b	Xena	Lucy Lawless	Xena: Warrior Princess	1
b	Yelena Belova	Florence Pugh	Black Widow	1
b	Yennefer of Vengerberg	Anya Chalotra	The Witcher	1
b	Zoe Saldana		Real Person / Celebrity	1
b	Zoe Washburne	Gina Torres	Firefly	1
b	Éowyn	Miranda Otto	The Lord of the Rings	1
